TeckRank_int,rank_CB_normlized,name
4904.0,9671.0,Mighty Networks
4905.0,8922.0,Landit
4906.0,1088.0,DealCloud
4907.0,5796.0,Tier1 Financial Solutions
4908.0,6082.0,Kissht
4909.0,8058.0,Markforged
4910.0,1760.0,ANYbotics
4911.0,9211.0,Nano Dimension
4912.0,1680.0,Agility Robotics
4913.0,7350.0,Roborock
4914.0,848.0,Rethink Robotics
4915.0,2244.0,Metalenz
4916.0,7375.0,3D Systems
4917.0,4737.0,Glowforge
4918.0,8879.0,Rapid Robotics
4919.0,8588.0,Gradient AI
4920.0,3671.0,Point72 Ventures
4921.0,5001.0,Tookitaki
4922.0,4862.0,Shiftsmart
4923.0,5998.0,Shipsy
4924.0,8252.0,Second Closet
4925.0,9160.0,Careem
4926.0,2771.0,Breeze Airways
4927.0,5424.0,Financial Software & Systems
4928.0,6165.0,Paykii
4929.0,5989.0,Mavenlink
4930.0,6677.0,Teachable
4931.0,2397.0,Flint
4932.0,2336.0,University of Pennsylvania
4933.0,4975.0,Code.org
4934.0,3973.0,Karamba Security
4935.0,6817.0,Sepio Systems
4936.0,8652.0,Talentsoft
4937.0,8223.0,Lever
4938.0,4768.0,Workstream
4939.0,8728.0,Personio
4940.0,4934.0,Fountain
4941.0,5048.0,TriNet
4942.0,7627.0,Paycor
4943.0,3637.0,Entelo
4944.0,9227.0,Leo
4945.0,5378.0,Wonder Dynamics
4946.0,2483.0,Automated Insights
4947.0,6632.0,Maxwell Financial Labs
4948.0,7187.0,Built Technologies
4949.0,965.0,HaulHub
4950.0,8664.0,Nuvia
4951.0,1046.0,Massless
4952.0,9398.0,BT
4953.0,7886.0,Luma
4954.0,8427.0,EnsoData
4955.0,5069.0,Notable
4956.0,5081.0,Apixio
4957.0,5070.0,Drover
4958.0,4295.0,OpenInvest
4959.0,738.0,ProDeal
4960.0,6174.0,Black Sesame Technologies
4961.0,3558.0,Miovision Technologies
4962.0,9140.0,TuSimple
4963.0,9036.0,Plus
4964.0,8475.0,Tekion
4965.0,6188.0,"Noodle Analytics, Inc. (Noodle.ai)"
4966.0,1341.0,Helm.ai
4967.0,6185.0,SmartHop
4968.0,9755.0,Oxbotica
4969.0,4021.0,FiveAI
4970.0,8722.0,Optibus
4971.0,7320.0,"Mobileye, an Intel Company"
4972.0,3677.0,QuoteMachine
4973.0,9882.0,SAP
4974.0,4735.0,CyberCube
4975.0,8219.0,Windfall
4976.0,3060.0,GrandPad
4977.0,4437.0,Sure
4978.0,6357.0,Brigit
4979.0,792.0,Nimble
4980.0,3341.0,INKEF Capital
4981.0,7474.0,Mercia Fund Managers
4982.0,2267.0,Fifty Years
4983.0,9984.0,IndieBio
4984.0,4211.0,RubiconMD
4985.0,644.0,Everipedia
4986.0,2685.0,3D Hubs
4987.0,1171.0,Phononic
4988.0,4329.0,Tessolve Semiconductor
4989.0,1726.0,Xsight Labs
4990.0,7715.0,Beam Dental
4991.0,2708.0,Conductor Technology
4992.0,6553.0,TymeBank
4993.0,5340.0,FIS
4994.0,9226.0,Braze
4995.0,8253.0,mParticle
4996.0,9002.0,Seismic
4997.0,2893.0,SegmentStream
4998.0,4277.0,Lexer
4999.0,5638.0,Modsy
5000.0,9780.0,Yotpo
5001.0,3280.0,Timescale
5002.0,2440.0,Bottomless
5003.0,7260.0,Delphix
5004.0,5352.0,Cashkaro
5005.0,2032.0,Udaan
5006.0,8633.0,Coupang
5007.0,1319.0,Bain & Company
5008.0,4652.0,Truecaller
5009.0,7662.0,Vercel
5010.0,5409.0,Vlocity
5011.0,927.0,Vantiq
5012.0,940.0,Crimson Education
5013.0,837.0,SkilloVilla
5014.0,3281.0,Possip
5015.0,4817.0,Graduway
5016.0,7502.0,Go1
5017.0,1302.0,Guide Education
5018.0,4709.0,Kofax
5019.0,4126.0,Forage
5020.0,345.0,Swing Education
5021.0,5398.0,Ryerson University
5022.0,4648.0,Own Up
5023.0,2017.0,Neat Capital
5024.0,6853.0,loanDepot
5025.0,4275.0,TPG
5026.0,3743.0,TheGuarantors
5027.0,8051.0,Fifth Wall
5028.0,1783.0,MetaProp
5029.0,3998.0,CAIS
5030.0,5854.0,Cadence Bancorp
5031.0,7853.0,Better.com
5032.0,9099.0,H.I.G. Capital
5033.0,9262.0,BC Partners
5034.0,3862.0,Trinity Private Equity Group
5035.0,7144.0,Biz2Credit
5036.0,10019.0,Squarespace
5037.0,3921.0,Paga
5038.0,5816.0,PayPay
5039.0,6397.0,JUSPAY
5040.0,9337.0,Vroom
5041.0,6526.0,Uxin
5042.0,2749.0,Rhumbix
5043.0,1156.0,PFL
5044.0,471.0,Upright Technologies
5045.0,3170.0,Kidaptive
5046.0,6280.0,Virgin Pulse
5047.0,7456.0,HouseCanary
5048.0,4334.0,Urent
5049.0,2020.0,Heetch
5050.0,7524.0,Wunder Mobility
5051.0,5596.0,Robin.io
5052.0,5339.0,HealWell24
5053.0,1047.0,CoreStack
5054.0,9767.0,Rubrik
5055.0,8967.0,Datto
5056.0,3655.0,Styra
5057.0,1278.0,Benu Networks
5058.0,2060.0,Sandvine
5059.0,3376.0,Teleport
5060.0,3428.0,Prisma SD-WAN
5061.0,2741.0,CloudKnox Security
5062.0,1974.0,CloudPassage
5063.0,8599.0,OwnBackup
5064.0,9990.0,Lenovo
5065.0,3514.0,Affirmed Networks
5066.0,1458.0,Huaqin Communication Technology
5067.0,8782.0,Cellebrite
5068.0,6926.0,Lava International Limited
5069.0,110.0,HYLA Mobile
5070.0,6993.0,Oppo
5071.0,920.0,Ossia
5072.0,3953.0,Mursion
5073.0,1598.0,Marathon Patent Group
5074.0,892.0,TA Ventures
5075.0,8203.0,NEC Corporation
5076.0,926.0,Fond
5077.0,2691.0,OLIO
5078.0,7555.0,Flex Logix Technologies
5079.0,1282.0,Cinnamon AI
5080.0,8515.0,Deeplite
5081.0,4433.0,FortressIQ
5082.0,70.0,super.AI
5083.0,362.0,Espressive
5084.0,3522.0,Infinitus Systems
5085.0,2729.0,Aibee
5086.0,9731.0,Automation Anywhere
5087.0,569.0,Cobwebs Technologies
5088.0,6382.0,Kryon
5089.0,5336.0,VergeSense
5090.0,6456.0,DefinedCrowd
5091.0,9047.0,ID.me
5092.0,3765.0,Soko
5093.0,4000.0,Kernel
5094.0,3865.0,OMERS Ventures
5095.0,4901.0,Amber Group
5096.0,558.0,Global Processing Services
5097.0,4973.0,Omnio
5098.0,7427.0,Appzone Group
5099.0,3915.0,Revv
5100.0,6931.0,Fluid Truck
5101.0,8994.0,DoControl
5102.0,6288.0,Tigera
5103.0,7426.0,PactSafe
5104.0,9478.0,Lacework
5105.0,6138.0,WireWheel.io
5106.0,624.0,Verodin
5107.0,488.0,Whistic
5108.0,930.0,Wallarm
5109.0,7248.0,Leeway
5110.0,6938.0,BitSight
5111.0,4172.0,Digital Shadows
5112.0,2621.0,Katana MRP
5113.0,323.0,Constellation Software
5114.0,1677.0,Torch
5115.0,5840.0,Balance
5116.0,9022.0,Vericred
5117.0,3172.0,PlanSource
5118.0,3881.0,EnjoyHQ
5119.0,9879.0,Qualtrics
5120.0,6431.0,Appcues
5121.0,13.0,Whisbi
5122.0,6071.0,hoolah
5123.0,5595.0,Lilt
5124.0,8329.0,Archipelago Analytics
5125.0,4591.0,LawGeex
5126.0,2066.0,Lengoo
5127.0,8962.0,Element AI
5128.0,6891.0,One Concern
5129.0,8918.0,Fractal Analytics
5130.0,7817.0,Quantexa
5131.0,512.0,Time by Ping
5132.0,8783.0,Flash Coffee
5133.0,3518.0,Chaayos
5134.0,4477.0,The Meatless Farm
5135.0,2969.0,Wow! Momo
5136.0,1931.0,Revolution Foods
5137.0,9367.0,Lineage Logistics
5138.0,9497.0,Grab
5139.0,6176.0,&pizza
5140.0,975.0,Liv Up
5141.0,6493.0,Albertsons Companies
5142.0,8357.0,Figure
5143.0,629.0,Zeitgold
5144.0,5752.0,FlexiLoans
5145.0,8893.0,Quantum Metric
5146.0,471.0,Embrace
5147.0,3804.0,Hearsay Systems
5148.0,8447.0,Ankr
5149.0,9853.0,Chainlink
5150.0,2392.0,Zanbato
5151.0,228.0,Visible Alpha
5152.0,5224.0,Moonbug
5153.0,4870.0,Property Finder
5154.0,7542.0,Xometry
5155.0,6038.0,Soylent
5156.0,95.0,HVMN
5157.0,6211.0,Meijer
5158.0,994.0,iD Fresh Food
5159.0,4948.0,JD Health
5160.0,5288.0,FOLX Health
5161.0,1090.0,Plume
5162.0,5088.0,Northwestern University
5163.0,9948.0,Okta
5164.0,498.0,Integrate.ai
5165.0,6465.0,Planday
5166.0,1826.0,Salesken
5167.0,7755.0,Insider
5168.0,8302.0,Blueshift
5169.0,8757.0,People.ai
5170.0,3784.0,Flashpoint
5171.0,162.0,Pine Park Health
5172.0,5410.0,Linkfluence
5173.0,4947.0,ThoughtSpot
5174.0,674.0,Elucidata Corporation
5175.0,4642.0,Aktana
5176.0,48.0,Quantgene
5177.0,7404.0,BenevolentAI
5178.0,5709.0,Paxel.co
5179.0,2933.0,Socar
5180.0,6121.0,Xnor.ai
5181.0,7571.0,Anaconda
5182.0,5701.0,Paperspace
5183.0,3050.0,Narrativ
5184.0,5306.0,True Fit
5185.0,2722.0,SportsEngine
5186.0,7432.0,OpenSea
5187.0,5374.0,TrustToken
5188.0,2123.0,SuperRare
5189.0,4333.0,Crosslink Capital
5190.0,1626.0,Skuad
5191.0,6499.0,AgentSync
5192.0,2142.0,Icertis
5193.0,782.0,Rentberry
5194.0,7493.0,Atmos
5195.0,2321.0,Fat Llama
5196.0,3036.0,Polymath Ventures
5197.0,2550.0,BlackCart
5198.0,7706.0,Tenable Network Security
5199.0,4992.0,Ionic Security
5200.0,4166.0,UnitedLex
5201.0,9890.0,SecurityScorecard
5202.0,9219.0,SafeGuard Cyber
5203.0,3279.0,Pcysys
5204.0,7926.0,Secureframe
5205.0,2792.0,Algosec
5206.0,5752.0,Campaign Monitor
5207.0,6330.0,Namogoo
5208.0,304.0,Porter Road Butcher
5209.0,8194.0,DealShare
5210.0,9954.0,Productboard
5211.0,6620.0,Cainiao Logistics
5212.0,1075.0,Sendle
5213.0,4696.0,OnTruck
5214.0,379.0,Dostavista
5215.0,7508.0,Ninja Van
5216.0,3851.0,Deliveree Logistics
5217.0,6294.0,FlashEX
5218.0,739.0,Finch
5219.0,6479.0,Science 37
5220.0,2825.0,Binx Health
5221.0,3538.0,Orchid
5222.0,8810.0,Happify
5223.0,9314.0,CareRev
5224.0,5113.0,Ottopia
5225.0,5803.0,Code42
5226.0,5871.0,Lalilo
5227.0,76.0,Classkick
5228.0,9216.0,GoStudent
5229.0,2552.0,Elementum
5230.0,3367.0,Marketplacer
5231.0,8066.0,Yembo
5232.0,6509.0,Grata
5233.0,7156.0,Fetch.AI
5234.0,2118.0,Twistle
5235.0,8963.0,Zocdoc
5236.0,2315.0,ThreatMetrix
5237.0,8348.0,HomeLight
5238.0,1809.0,Massachusetts General Hospital
5239.0,8347.0,Jobcase
5240.0,6835.0,Carbo Culture
5241.0,5237.0,Blueland
5242.0,7786.0,Medxoom
5243.0,6172.0,Instaclustr
5244.0,4047.0,SiteMinder
5245.0,1473.0,EasySend
5246.0,8322.0,Globality
5247.0,743.0,Intersection
5248.0,6987.0,Contrast Security
5249.0,6201.0,Signal Sciences
5250.0,8788.0,BetterCloud
5251.0,4087.0,ViSenze
5252.0,2599.0,The Yes
5253.0,3235.0,Ten-X
5254.0,5968.0,LearnLaunch Accelerator
5255.0,678.0,Willo
5256.0,6507.0,Nuxeo
5257.0,6504.0,Public App
5258.0,3384.0,Lightbend
5259.0,60.0,PatientSafe Solutions
5260.0,9488.0,Pear Therapeutics
5261.0,3624.0,Jungle Ventures
5262.0,2490.0,Dell Technologies Capital
5263.0,2133.0,SatSense
5264.0,3212.0,Lumiata
5265.0,7420.0,Patientory
5266.0,1665.0,HealthCare.com
5267.0,8886.0,Ellevest
5268.0,2906.0,Narmi
5269.0,8129.0,Ben Franklin Technology Partners of Northeastern Pennsylvania
5270.0,5307.0,Kinara Capital
5271.0,9422.0,Replica
5272.0,8020.0,Canoo
5273.0,6536.0,Platform Science
5274.0,559.0,STOKR
5275.0,4191.0,Funding Options
5276.0,7092.0,Simplex
5277.0,5635.0,Unit21
5278.0,7056.0,Casa
5279.0,2795.0,PolySign
5280.0,5162.0,Privacy.com
5281.0,5394.0,Total Expert
5282.0,5165.0,ServiceChannel
5283.0,4504.0,Syndio Solutions
5284.0,6151.0,Klear
5285.0,2250.0,PlayerData
5286.0,9162.0,ShotTracker
5287.0,6857.0,Appian
5288.0,4319.0,Clair
5289.0,7475.0,Enboarder
5290.0,1816.0,NAVYA
5291.0,9902.0,ServiceTitan
5292.0,1860.0,Parity Technologies
5293.0,5394.0,Marvel
5294.0,5542.0,Abstract
5295.0,6635.0,Solv
5296.0,8610.0,Doximity
5297.0,4784.0,PhableCare
5298.0,2068.0,Dealer Policy
5299.0,8332.0,InfluxData
5300.0,1830.0,Sayari Labs
5301.0,8882.0,Penta
5302.0,3424.0,Countingup
5303.0,8627.0,FirstMark
5304.0,7222.0,THE WORLD BANK
5305.0,2173.0,Du Xiaoman Financial
5306.0,8697.0,EcoCart
5307.0,7592.0,Thirdfort
5308.0,2754.0,Socialbakers
5309.0,9900.0,HubSpot
5310.0,9725.0,Meltwater
5311.0,3965.0,SessionM
5312.0,2278.0,Thanx
5313.0,2752.0,Civitas Learning
5314.0,6286.0,Activ Surgical
5315.0,3580.0,Lunit
5316.0,1945.0,Ultromics
5317.0,433.0,Enlighted
5318.0,3879.0,Gradeup
5319.0,2485.0,Popular Pays
5320.0,9406.0,On Deck
5321.0,6616.0,Honeycomb
5322.0,6636.0,Levels
5323.0,7175.0,Datavant
5324.0,9999.0,Square
5325.0,74.0,Fisker
5326.0,2491.0,Geomiq
5327.0,7451.0,Porsche
5328.0,9258.0,Xpeng Motors
5329.0,7281.0,Niu Technologies
5330.0,3944.0,Rivian
5331.0,3452.0,Dat Bike
5332.0,5086.0,Divergent 3D
5333.0,8957.0,Nikola Motor Company
5334.0,7945.0,Rimac Automobili
5335.0,6970.0,Navistar
5336.0,3807.0,Zero Motorcycles
5337.0,4747.0,Cowboy
5338.0,3912.0,Electra Meccanica
5339.0,402.0,Audi AG
5340.0,7071.0,Xos Trucks
5341.0,3000.0,Meritor
5342.0,2878.0,WM Motor
5343.0,8708.0,Ather Energy
5344.0,9130.0,Lordstown Motors
5345.0,3352.0,CGTrader
5346.0,7185.0,Shef
5347.0,4802.0,Future Finance
5348.0,2172.0,WalMart India
5349.0,7325.0,Misfits Market
5350.0,2259.0,Willa
5351.0,957.0,Flyreel
5352.0,9941.0,dott
5353.0,2584.0,Urgently Roadside Assistance
5354.0,4883.0,TrueCar
5355.0,8547.0,Lyft
5356.0,3345.0,FREE NOW
5357.0,9496.0,Didi
5358.0,4327.0,Uber Freight
5359.0,8987.0,GO Sharing
5360.0,3271.0,Spin
5361.0,6613.0,Shuttl
5362.0,9512.0,Bird
5363.0,9732.0,Uber
5364.0,3810.0,HONK
5365.0,4908.0,BluSmart Mobility
5366.0,7942.0,Tala
5367.0,9617.0,Accenture
5368.0,931.0,Bluecrew
5369.0,8289.0,Apna
5370.0,3229.0,Zenjob
5371.0,3485.0,WorkIndia
5372.0,1042.0,Taskmo
5373.0,8852.0,Team8
5374.0,7244.0,SixThirty
5375.0,7848.0,Dreamit Ventures
5376.0,9898.0,Tesla
5377.0,2981.0,Talyn Air
5378.0,3868.0,Unagi Scooters
5379.0,2894.0,Homesnap
5380.0,2113.0,Naza Beauty
5381.0,3184.0,Made In Cookware
5382.0,8230.0,Mented Cosmetics
5383.0,7273.0,Dukaan®
5384.0,8992.0,Snapdeal
5385.0,7554.0,Back Market
5386.0,2688.0,Catalytic
5387.0,7206.0,HeadSpin
5388.0,93.0,Pieces
5389.0,7217.0,Signavio
5390.0,1868.0,Bizagi
5391.0,6759.0,Ethic
5392.0,1319.0,Zeepay
5393.0,6187.0,Bitglass
5394.0,4972.0,G5
5395.0,179.0,NuCom Group
5396.0,6257.0,LOLA
5397.0,8841.0,Petco
5398.0,9945.0,Rover
5399.0,7905.0,AHEAD
5400.0,5123.0,Happy Returns
5401.0,3887.0,Woflow
5402.0,16.0,Ubicquia
5403.0,3046.0,CareStack
5404.0,8621.0,Vi
5405.0,2182.0,HealthEngine
5406.0,1173.0,Mesh Payments
5407.0,5775.0,Eligma
5408.0,2115.0,Tendermint
5409.0,5268.0,SKALE Labs
5410.0,200.0,Papernest
5411.0,2486.0,Moonshots Capital
5412.0,6601.0,Clim8 Invest
5413.0,7986.0,Battery Resourcers
5414.0,605.0,Banyan Nation
5415.0,1566.0,Avenue 8
5416.0,2242.0,Dealertrack
5417.0,8709.0,Sprout Social
5418.0,6237.0,Bizongo
5419.0,8389.0,Enjoy
5420.0,9387.0,Amazon
5421.0,6093.0,DNAnexus
5422.0,10026.0,Drift
5423.0,8673.0,Heap
5424.0,4798.0,Totango
5425.0,8649.0,AlphaSense
5426.0,8012.0,Alt
5427.0,8870.0,Applitools
5428.0,3554.0,WorkSpan
5429.0,4090.0,Yoyo Wallet
5430.0,1835.0,eGifter
5431.0,2277.0,2Checkout
5432.0,996.0,Boku
5433.0,6897.0,Lydia
5434.0,5307.0,PayTabs
5435.0,5520.0,Wi5
5436.0,7112.0,Spreedly
5437.0,8228.0,iZettle
5438.0,2529.0,Lemon Way
5439.0,2226.0,Ezetap
5440.0,7739.0,Clip
5441.0,5275.0,YapStone
5442.0,6294.0,Utrust
5443.0,5997.0,Primer
5444.0,8473.0,Fi
5445.0,1091.0,VNpay
5446.0,5643.0,IDEX
5447.0,30.0,ReversingLabs
5448.0,8959.0,Curology
5449.0,6803.0,Candid
5450.0,8952.0,Colgate Palmolive
5451.0,3328.0,Pai Skincare
5452.0,1316.0,Because Market
5453.0,9247.0,CurlMix
5454.0,5365.0,Essity
5455.0,6683.0,RadSwan
5456.0,7666.0,Coty
5457.0,1167.0,Juicy Chemistry
5458.0,8819.0,SmileDirectClub
5459.0,5895.0,TULA
5460.0,81.0,Board Infinity
5461.0,513.0,Freshersworld
5462.0,5845.0,Sun Asterisk
5463.0,6438.0,Upland Software
5464.0,443.0,Humi HR
5465.0,2094.0,Huddle
5466.0,9138.0,M-Files
5467.0,7847.0,TransparentBusiness
5468.0,9585.0,G2
5469.0,5868.0,Catalent Pharma Solutions
5470.0,566.0,Vaxcyte
5471.0,1439.0,Diffbot
5472.0,6901.0,Mobvoi
5473.0,4719.0,ARCA
5474.0,7854.0,Emotive
5475.0,1730.0,OneSource Virtual
5476.0,4942.0,busuu
5477.0,4445.0,Pilot
5478.0,336.0,Get Spiffy
5479.0,4527.0,PubNub
5480.0,373.0,HATCHER+
5481.0,5841.0,Idinvest Partners
5482.0,7918.0,Base10 Partners
5483.0,6037.0,Pi Ventures
5484.0,5056.0,Flowcast
5485.0,5573.0,Borrowell
5486.0,8819.0,OakNorth
5487.0,9013.0,Reef Finance
5488.0,962.0,Cryptio
5489.0,8140.0,Mahmee
5490.0,1442.0,Bluzelle
5491.0,2777.0,Lookout
5492.0,6221.0,Salt Security
5493.0,3038.0,Tonic.ai
5494.0,9401.0,Socure
5495.0,6650.0,AU10TIX
5496.0,1614.0,Job Today
5497.0,1683.0,Influitive
5498.0,8989.0,MuleSoft
5499.0,7214.0,Premise Data
5500.0,4136.0,Assent Compliance
5501.0,711.0,Digital Magics
5502.0,4263.0,Kahuna
5503.0,4474.0,Acacia
5504.0,6538.0,KIOXIA
5505.0,521.0,Hippo Video
5506.0,7241.0,apaleo
5507.0,8248.0,MDLIVE
5508.0,1950.0,Quit Genius
5509.0,4470.0,Parsley Box
5510.0,7506.0,Wallapop
5511.0,5119.0,Lightico
5512.0,6239.0,Credit Sesame
5513.0,811.0,Stage 1 Ventures
5514.0,8412.0,Standard Cognition
5515.0,3601.0,Bear Robotics
5516.0,9624.0,AiFi
5517.0,3360.0,Mad Street Den
5518.0,8331.0,3DLOOK
5519.0,4328.0,Pliops
5520.0,1654.0,OurTime
5521.0,8061.0,STRIVE
5522.0,10040.0,SoftBank
5523.0,2125.0,EIS Group
5524.0,8281.0,Assiya Capital Partners
5525.0,7724.0,River Financial
5526.0,1351.0,DFX Finance
5527.0,6883.0,Ziglu
5528.0,9646.0,Celsius Network
5529.0,9156.0,Nexo
5530.0,3439.0,gumi Cryptos Capital (gCC)
5531.0,1424.0,Opyn
5532.0,3964.0,Fabriik
5533.0,5435.0,Bitwala
5534.0,8419.0,SFOX
5535.0,6634.0,Zero Hash
5536.0,4590.0,Framework Ventures
5537.0,3608.0,Newton.co
5538.0,8501.0,Kucoin
5539.0,7656.0,Coinsquare
5540.0,1740.0,INX
5541.0,6303.0,CoinDCX
5542.0,7012.0,Compound
5543.0,10045.0,Kraken
5544.0,4640.0,ShapeShift
5545.0,7823.0,Digital Currency Group
5546.0,6366.0,Blockchain.com
5547.0,4529.0,Virtuix
5548.0,6120.0,Status.im
5549.0,8057.0,Servify
5550.0,6037.0,Elvie
5551.0,3463.0,Divido
5552.0,8978.0,Plastiq
5553.0,3154.0,Shapeways
5554.0,9987.0,Daimler
5555.0,9175.0,Leia
5556.0,1280.0,Netbase Quid
5557.0,770.0,Billd
5558.0,6065.0,Trussle
5559.0,8792.0,Point
5560.0,2974.0,Savari
5561.0,7901.0,DTCP
5562.0,6284.0,The Labz
5563.0,6922.0,Bitcoin
5564.0,4695.0,Triplebyte
5565.0,771.0,Brazen
5566.0,5754.0,Workable
5567.0,4705.0,Snagajob
5568.0,406.0,Fluidly
5569.0,1887.0,zooz
5570.0,7930.0,Loggi
5571.0,2137.0,Echodyne
5572.0,3108.0,Dimension Data
5573.0,2812.0,Ordergroove
5574.0,5537.0,Cazana
5575.0,3683.0,RightHand Robotics
5576.0,2188.0,Global Switch
5577.0,5199.0,Jumpstart
5578.0,9593.0,ByteDance
5579.0,875.0,Hitachi
5580.0,8458.0,Hadrian
5581.0,1677.0,Loadshare Networks Pvt Ltd
5582.0,7482.0,TradeLanes
5583.0,6033.0,Brii Biosciences
5584.0,4658.0,Haemonetics
5585.0,8472.0,WuXi AppTec
5586.0,4340.0,Alira Health
5587.0,1929.0,Pliant Therapeutics
5588.0,7619.0,General Motors
5589.0,2457.0,Air
5590.0,6381.0,Kinsa
5591.0,5166.0,ECARX
5592.0,2689.0,fleetx.io
5593.0,6343.0,KONUX
5594.0,8799.0,Unioncrate
5595.0,2217.0,PAAS
5596.0,3107.0,ABBYY
5597.0,6764.0,Globalization Partners
5598.0,4621.0,Omnipresent
5599.0,4281.0,iziwork
5600.0,1691.0,Sampingan
5601.0,9742.0,Betty Labs
5602.0,4019.0,Stocard
5603.0,5876.0,ZeroFOX
5604.0,3721.0,EstateGuru
5605.0,5682.0,Duffel
5606.0,6749.0,TRIBE
5607.0,9407.0,Coalition
5608.0,7723.0,GoNoodle
5609.0,3708.0,Noodle
5610.0,8296.0,Qualcomm
5611.0,7978.0,Cardano Foundation
5612.0,6230.0,FogHorn
5613.0,1873.0,READY Robotics
5614.0,9905.0,Lattice
5615.0,7130.0,HackerRank
5616.0,6170.0,JupiterOne
5617.0,8892.0,TytoCare
5618.0,7150.0,Bigfoot Biomedical
5619.0,7023.0,Eko
5620.0,2199.0,Anvyl
5621.0,6146.0,Factorial
5622.0,2817.0,Workiz
5623.0,8648.0,Kustomer
5624.0,842.0,Netatmo
5625.0,7747.0,eero
5626.0,9880.0,Xiaomi
5627.0,9540.0,Cart.com
5628.0,6505.0,Flair
5629.0,6145.0,Nexar
5630.0,1596.0,Spyce
5631.0,1558.0,Epifi
5632.0,4313.0,Curacel
5633.0,550.0,Kazoo
5634.0,10022.0,Nokia
5635.0,4809.0,Matic
5636.0,2321.0,MOL
5637.0,6165.0,Trumid
5638.0,7820.0,Co–Star
5639.0,6299.0,BIGO Technology
5640.0,2958.0,Chuangmi Technology
5641.0,9069.0,Veev
5642.0,2091.0,Blokable
5643.0,5883.0,Pro.com
5644.0,8445.0,Incorta
5645.0,8704.0,Uala
5646.0,2049.0,omni:us
5647.0,9457.0,SmartRent
5648.0,3812.0,Codemao
5649.0,7529.0,AppZen
5650.0,1269.0,OSOME
5651.0,5397.0,Botkeeper
5652.0,7567.0,Zeni
5653.0,9885.0,HighRadius
5654.0,1149.0,CANDIS
5655.0,7563.0,Indy
5656.0,476.0,Aurora Labs
5657.0,3510.0,Populus
5658.0,7013.0,HomeBase
5659.0,7458.0,Musk
5660.0,5627.0,LambdaTest
5661.0,6088.0,QueQ
5662.0,9321.0,Trulymadly.com
5663.0,787.0,Quilt
5664.0,4453.0,RetailNext
5665.0,2900.0,Daasity
5666.0,2606.0,Product Hunt
5667.0,2794.0,Base
5668.0,8448.0,MoEngage
5669.0,9473.0,Universal Hydrogen
5670.0,7786.0,Text IQ
5671.0,1040.0,Sigma Ratings
5672.0,4823.0,Kira Systems
5673.0,8346.0,Evisort
5674.0,1615.0,Famous.co
5675.0,5055.0,Kinetic
5676.0,855.0,Data Republic
5677.0,9663.0,BRYTER
5678.0,8602.0,Cognizant
5679.0,5578.0,Q4
5680.0,331.0,Thrive Causemetics
5681.0,5249.0,comet
5682.0,7849.0,Torre
5683.0,9559.0,Glints
5684.0,2635.0,Device42
5685.0,10013.0,Entrepreneur First
5686.0,7806.0,Digital House
5687.0,6875.0,Soldsie
5688.0,8526.0,Pathlight
5689.0,443.0,Deutsche Telekom
5690.0,6707.0,Kairos AR
5691.0,5100.0,MEGVII
5692.0,6582.0,Tandem Diabetes Care
5693.0,8969.0,Color
5694.0,174.0,Upland Localytics
5695.0,1884.0,Grid Esports
5696.0,8548.0,Cognism
5697.0,4353.0,Optimove
5698.0,9237.0,Myers Krause
5699.0,4105.0,Yalochat
5700.0,6572.0,XANT.ai
5701.0,4048.0,Forma Ai
5702.0,944.0,e-bot7
5703.0,278.0,Lattice Engines
5704.0,3631.0,Orum
5705.0,6979.0,Conversica
5706.0,9184.0,Clari
5707.0,7333.0,SetSail
5708.0,8801.0,Highspot
5709.0,5312.0,ringDNA
5710.0,9621.0,Gong
5711.0,8174.0,Affinity
5712.0,748.0,AnyDesk
5713.0,399.0,Datera
5714.0,4994.0,Vdoo
5715.0,5238.0,Kargo Technologies
5716.0,3116.0,LoveCrafts
5717.0,3594.0,ARRIS
5718.0,7135.0,Axiom Space
5719.0,9964.0,SpaceX
5720.0,9298.0,AutoStore
5721.0,5377.0,JSonar
5722.0,3509.0,Drata
5723.0,8069.0,Uncork Capital
5724.0,203.0,MindsDB
5725.0,1916.0,SnackNation
5726.0,1623.0,Factor_
5727.0,7430.0,Thistle
5728.0,9609.0,Territory Foods
5729.0,3664.0,Hungry Planet
5730.0,6767.0,Reonomy
5731.0,700.0,GeoPhy
5732.0,2894.0,MeetElise
5733.0,808.0,Smartvid io
5734.0,2587.0,INDUS.AI
5735.0,4546.0,Genesis Therapeutics
5736.0,2197.0,Fusebill
5737.0,8127.0,FreshBooks
5738.0,2035.0,B2C2
5739.0,1098.0,SoundCommerce
5740.0,8043.0,Bitstamp
5741.0,1979.0,CapWay
5742.0,3149.0,Good Money
5743.0,9006.0,Stash
5744.0,3411.0,Tide
5745.0,9170.0,Atom Bank
5746.0,4730.0,Chip
5747.0,6065.0,albo
5748.0,9611.0,1mg
5749.0,1568.0,New Age Meats
5750.0,7243.0,BlueNalu
5751.0,1452.0,Tatcha
5752.0,3326.0,Pop Mart
5753.0,3624.0,GLOSSYBOX
5754.0,8587.0,AptDeco
5755.0,8089.0,Function of Beauty
5756.0,2803.0,"Toys ""R"" Us"
5757.0,5873.0,NaturAll
5758.0,1257.0,Valoreo
5759.0,6557.0,Pepperfry
5760.0,8028.0,Beauty Bakerie Cosmetics Brand
5761.0,7670.0,ipsy
5762.0,3133.0,Everdrop
