initial_position,final_configuration,degree,techrank,TeckRank_int
53,Procurement,0,11.199,207.0
98,Business Information Systems,0,11.199,208.0
35,Product Search,0,11.199,209.0
95,Augmented Reality,0,11.199,210.0
84,Point of Sale,0,11.199,211.0
44,Nightlife,0,11.199,212.0
69,Electric Vehicle,0,11.199,213.0
76,Ride Sharing,0,11.199,214.0
67,Commercial Real Estate,0,11.199,215.0
27,Recycling,0,11.199,216.0
50,Recreation,0,11.199,217.0
66,Psychology,0,11.199,218.0
99,Consumer Research,0,11.199,219.0
29,Video Games,0,11.199,220.0
56,Nursing and Residential Care,0,11.199,221.0
75,Food Delivery,0,11.199,222.0
28,Retirement,0,11.199,223.0
55,Dental,0,11.199,224.0
9,Property Development,0,11.199,225.0
8,Angel Investment,0,11.199,226.0
96,3D Printing,0,11.199,227.0
33,Audio,0,11.199,228.0
11,Travel Agency,0,11.199,229.0
10,Travel Accommodations,0,11.199,230.0
22,Real Estate Investment,0,11.199,231.0
12,Home Services,0,11.199,232.0
252,Smart Cities,0,11.224,233.0
399,Compliance,0,11.233,234.0
261,Hospitality,0,11.25,235.0
251,Life Science,0,11.253,236.0
216,Facilities Support Services,0,11.259,237.0
220,Navigation,0,11.259,238.0
175,Food Processing,0,11.259,239.0
129,Digital Media,0,11.259,240.0
353,Developer Tools,0,11.394,241.0
338,Business Intelligence,0,11.427,242.0
192,Embedded Systems,0,11.438,243.0
295,Document Management,0,11.461,244.0
214,Quality Assurance,0,11.462,245.0
356,Enterprise,0,11.478,246.0
253,iOS,0,11.511,247.0
324,Location Based Services,0,11.532,248.0
355,Web Development,0,11.556,249.0
311,Video,0,11.602,250.0
303,Cloud Storage,0,11.619,251.0
313,Law Enforcement,0,11.638,252.0
287,Sales,0,11.684,253.0
362,Training,0,11.739,254.0
196,Cosmetics,0,11.743,255.0
125,Farming,0,11.743,256.0
154,Renewable Energy,0,11.756,257.0
259,Medical Device,0,11.766,258.0
272,Transaction Processing,0,11.769,259.0
415,SaaS,0,11.793,260.0
193,Private Cloud,0,11.802,261.0
289,Consumer Goods,0,11.823,262.0
194,Small and Medium Businesses,0,11.838,263.0
163,Health Insurance,0,11.838,264.0
172,Advice,0,11.838,265.0
155,Management Information Systems,0,11.838,266.0
88,Humanitarian,0,11.838,267.0
113,Charity,0,11.838,268.0
148,Solar,0,11.838,269.0
126,Mining,0,11.838,270.0
145,Power Grid,0,11.838,271.0
59,Electrical Distribution,0,11.838,272.0
19,Home Improvement,0,11.838,273.0
386,Identity Management,0,11.902,274.0
380,Real Time,0,11.92,275.0
408,Big Data,0,11.935,276.0
398,Cloud Data Services,0,11.962,277.0
371,Legal,0,12.013,278.0
412,Analytics,0,12.027,279.0
316,Industrial Manufacturing,0,12.053,280.0
403,Cloud Computing,0,12.081,281.0
284,Data Visualization,0,12.101,282.0
276,Email,0,12.125,283.0
335,Open Source,0,12.13,284.0
277,Space Travel,0,12.141,285.0
247,Lifestyle,0,12.141,286.0
170,Rental,0,12.225,287.0
226,Biopharma,0,12.228,288.0
317,Pharmaceutical,0,12.253,289.0
387,National Security,0,12.263,290.0
342,Data Storage,0,12.27,291.0
181,Satellite Communication,0,12.29,292.0
385,Database,0,12.309,293.0
375,Data Center,0,12.31,294.0
350,FinTech,0,12.349,295.0
278,Wellness,0,12.357,296.0
260,Mobile Payments,0,12.413,297.0
236,Online Portals,0,12.419,298.0
299,Android,0,12.42,299.0
378,Infrastructure,0,12.434,300.0
307,Smart Home,0,12.437,301.0
418,CRM,0,12.442,302.0
361,Social Media,0,12.477,303.0
294,Network Hardware,0,12.494,304.0
242,Financial Exchanges,0,12.494,305.0
346,Military,0,12.499,306.0
376,Cryptocurrency,0,12.512,307.0
241,Wireless,0,12.539,308.0
246,Railroad,0,12.539,309.0
169,Auto Insurance,0,12.539,310.0
228,Events,0,12.539,311.0
217,Tourism,0,12.539,312.0
222,Market Research,0,12.541,313.0
370,Business Development,0,12.546,314.0
396,Mobile Apps,0,12.606,315.0
348,Marketing,0,12.612,316.0
306,Drones,0,12.615,317.0
404,Artificial Intelligence,0,12.644,318.0
281,Wholesale,0,12.656,319.0
337,Sensor,0,12.67,320.0
258,Bitcoin,0,12.713,321.0
381,IT Management,0,12.721,322.0
283,Environmental Consulting,0,12.752,323.0
407,Robotics,0,12.79,324.0
314,Human Resources,0,12.822,325.0
343,Search Engine,0,12.86,326.0
267,Quantum Computing,0,12.869,327.0
340,Supply Chain Management,0,12.887,328.0
392,Physical Security,0,12.889,329.0
413,Risk Management,0,12.928,330.0
233,Parking,0,12.952,331.0
301,Marketplace,0,12.966,332.0
334,Medical,0,12.981,333.0
234,Recruiting,0,12.987,334.0
166,Intelligent Systems,0,12.994,335.0
132,Information and Communications Technology (ICT),0,12.994,336.0
137,Architecture,0,12.994,337.0
74,Home Renovation,0,12.994,338.0
420,Cloud Security,0,13.014,339.0
225,Technical Support,0,13.024,340.0
206,Staffing Agency,0,13.024,341.0
218,Sports,0,13.024,342.0
320,Agriculture,0,13.037,343.0
309,Customer Service,0,13.074,344.0
411,Government,0,13.096,345.0
315,Web Design,0,13.099,346.0
379,Service Industry,0,13.114,347.0
208,Cannabis,0,13.121,348.0
243,Fashion,0,13.127,349.0
38,Janitorial Service,0,13.132,350.0
328,Consumer,0,13.156,351.0
369,Transportation,0,13.16,352.0
400,Blockchain,0,13.175,353.0
37,Delivery,0,13.184,354.0
372,Finance,0,13.206,355.0
339,Asset Management,0,13.21,356.0
377,Web Hosting,0,13.211,357.0
405,Telecommunications,0,13.213,358.0
417,Enterprise Software,0,13.261,359.0
36,Simulation,0,13.279,360.0
296,Food and Beverage,0,13.299,361.0
308,Biotechnology,0,13.325,362.0
402,Consumer Electronics,0,13.327,363.0
421,Privacy,0,13.385,364.0
21,Outsourcing,0,13.386,365.0
25,Politics,0,13.387,366.0
31,Test and Measurement,0,13.387,367.0
26,CleanTech,0,13.387,368.0
32,Wealth Management,0,13.387,369.0
14,Cooking,0,13.387,370.0
34,Furniture,0,13.387,371.0
391,Homeland Security,0,13.418,372.0
248,Hospital,0,13.43,373.0
351,Retail,0,13.436,374.0
394,Education,0,13.481,375.0
264,Commercial,0,13.496,376.0
292,Venture Capital,0,13.574,377.0
414,Mobile,0,13.603,378.0
257,Shopping,0,13.606,379.0
224,Event Management,0,13.623,380.0
327,Industrial,0,13.63,381.0
410,Internet of Things,0,13.666,382.0
279,Building Material,0,13.7,383.0
388,Automotive,0,13.757,384.0
200,Leisure,0,13.809,385.0
373,IT Infrastructure,0,13.821,386.0
409,Hardware,0,13.864,387.0
298,Communications Infrastructure,0,13.874,388.0
290,Industrial Engineering,0,13.946,389.0
183,Air Transportation,0,13.961,390.0
366,Product Design,0,14.016,391.0
374,Logistics,0,14.019,392.0
416,Apps,0,14.07,393.0
321,Advertising,0,14.144,394.0
383,Payments,0,14.168,395.0
270,Mechanical Engineering,0,14.324,396.0
406,Electronics,0,14.399,397.0
358,Professional Services,0,14.4,398.0
332,Communities,0,14.422,399.0
359,Industrial Automation,0,14.452,400.0
422,Information Services,0,14.481,401.0
365,Travel,0,14.687,402.0
395,Public Safety,0,14.712,403.0
352,Insurance,0,14.838,404.0
347,Association,0,14.902,405.0
393,E-Commerce,0,14.919,406.0
364,Non Profit,0,14.993,407.0
336,Banking,0,15.004,408.0
215,Chemical,0,15.068,409.0
41,Music,0,15.073,410.0
401,Aerospace,0,15.195,411.0
426,Network Security,0,15.275,412.0
368,Energy,0,15.309,413.0
424,Computer,0,15.363,414.0
423,Consulting,0,15.474,415.0
162,Sporting Goods,0,15.558,416.0
397,Health Care,0,15.892,417.0
425,Internet,0,15.928,418.0
269,Media and Entertainment,0,16.016,419.0
390,Financial Services,0,16.039,420.0
341,Real Estate,0,16.227,421.0
419,Manufacturing,0,16.248,422.0
429,Cyber Security,0,16.272,423.0
367,Construction,0,16.385,424.0
282,News,0,16.56,425.0
81,Social Entrepreneurship,0,16.673,426.0
263,Publishing,0,16.925,427.0
427,Software,0,17.193,428.0
384,Oil and Gas,0,17.395,429.0
430,Information Technology,0,17.653,430.0
428,Security,0,17.659,431.0
