initial_position,final_configuration,degree,techrank,TeckRank_int
12,Corrections Facilities,0,5.279,151.0
11,Humanitarian,0,5.279,152.0
62,Advice,0,5.279,153.0
48,Digital Media,0,5.279,154.0
53,Ride Sharing,0,5.279,155.0
25,Small and Medium Businesses,0,5.279,156.0
85,Fraud Detection,0,5.279,157.0
36,Alumni,0,5.279,158.0
42,Financial Exchanges,0,5.279,159.0
90,Product Research,0,5.279,160.0
41,Food Delivery,0,5.279,161.0
15,Cosmetics,0,5.279,162.0
14,Nightlife,0,5.279,163.0
64,Wholesale,0,5.279,164.0
24,Construction,0,5.279,165.0
9,Rental,0,5.279,166.0
10,Product Search,0,5.279,167.0
228,Automotive,0,5.293,168.0
128,Genetics,0,5.332,169.0
223,B2B,0,5.427,170.0
155,Hospitality,0,5.452,171.0
244,Collaboration,0,5.458,172.0
187,Wearables,0,5.597,173.0
178,Project Management,0,5.597,174.0
159,Parking,0,5.683,175.0
212,Industrial Automation,0,5.798,176.0
200,Data Mining,0,5.798,177.0
207,Retail Technology,0,5.88,178.0
182,Wireless,0,5.921,179.0
157,Android,0,5.921,180.0
203,Training,0,5.921,181.0
138,Space Travel,0,5.921,182.0
129,iOS,0,5.921,183.0
93,Industrial,0,5.921,184.0
154,Freight Service,0,5.921,185.0
117,Navigation,0,5.921,186.0
151,Events,0,5.921,187.0
125,Banking,0,5.921,188.0
110,Energy Efficiency,0,5.921,189.0
61,Beauty,0,5.921,190.0
112,Food Processing,0,5.921,191.0
71,Farming,0,5.921,192.0
253,Cryptocurrency,0,5.96,193.0
183,Military,0,6.085,194.0
189,Bitcoin,0,6.092,195.0
118,Retail,0,6.092,196.0
163,Life Science,0,6.092,197.0
158,Crowdsourcing,0,6.157,198.0
232,CRM,0,6.161,199.0
168,Food and Beverage,0,6.196,200.0
283,Compliance,0,6.271,201.0
270,Real Time,0,6.302,202.0
229,Communications Infrastructure,0,6.401,203.0
220,Data Center,0,6.417,204.0
224,Physical Security,0,6.581,205.0
190,Industrial Manufacturing,0,6.618,206.0
156,Quality Assurance,0,6.65,207.0
274,Risk Management,0,6.687,208.0
230,IT Infrastructure,0,6.734,209.0
217,Legal,0,6.742,210.0
269,Messaging,0,6.769,211.0
251,Content,0,6.789,212.0
226,Supply Chain Management,0,6.826,213.0
237,Social Network,0,6.907,214.0
170,Venture Capital,0,6.911,215.0
185,Biometrics,0,6.919,216.0
140,Management Information Systems,0,6.966,217.0
136,Customer Service,0,6.966,218.0
164,E-Learning,0,6.966,219.0
214,Medical Device,0,7.177,220.0
213,Product Design,0,7.184,221.0
95,Shopping,0,7.233,222.0
257,IT Management,0,7.345,223.0
201,Drones,0,7.583,224.0
284,Machine Learning,0,7.694,225.0
247,FinTech,0,7.758,226.0
161,Mobile Payments,0,7.813,227.0
166,Wellness,0,7.813,228.0
273,National Security,0,7.816,229.0
234,Telecommunications,0,7.845,230.0
184,Agriculture,0,7.901,231.0
255,Open Source,0,8.035,232.0
282,Cloud Computing,0,8.106,233.0
177,Online Portals,0,8.193,234.0
191,Biopharma,0,8.193,235.0
245,Sensor,0,8.233,236.0
133,Fashion,0,8.338,237.0
241,Marketing,0,8.488,238.0
238,Developer APIs,0,8.509,239.0
262,Payments,0,8.63,240.0
250,Social Media,0,8.667,241.0
279,Internet of Things,0,8.686,242.0
215,Finance,0,8.695,243.0
46,Real Estate,0,8.728,244.0
23,Politics,0,8.728,245.0
31,Information and Communications Technology (ICT),0,8.728,246.0
13,Social Entrepreneurship,0,8.728,247.0
19,Energy Management,0,8.728,248.0
16,CleanTech,0,8.728,249.0
295,Cloud Security,0,8.79,250.0
239,Transportation,0,8.807,251.0
277,Identity Management,0,8.931,252.0
267,Government,0,9.08,253.0
146,Chemical,0,9.241,254.0
92,Business Development,0,9.241,255.0
278,Cloud Data Services,0,9.354,256.0
171,Marketplace,0,9.554,257.0
281,Mobile Apps,0,9.563,258.0
254,Database,0,9.729,259.0
197,Advertising,0,9.791,260.0
242,Pharmaceutical,0,9.976,261.0
287,Big Data,0,10.109,262.0
288,Analytics,0,10.169,263.0
227,Logistics,0,10.365,264.0
235,Email,0,10.426,265.0
276,Hardware,0,10.45,266.0
105,Non Profit,0,10.479,267.0
272,Service Industry,0,10.583,268.0
264,Consumer Electronics,0,10.715,269.0
296,SaaS,0,10.809,270.0
266,Public Safety,0,10.871,271.0
172,Hospital,0,10.941,272.0
271,Electronics,0,10.966,273.0
290,Apps,0,11.099,274.0
265,Robotics,0,11.335,275.0
248,Consumer,0,11.585,276.0
263,E-Commerce,0,11.61,277.0
256,Medical,0,11.704,278.0
293,Artificial Intelligence,0,12.487,279.0
291,Information Services,0,12.696,280.0
286,Blockchain,0,12.823,281.0
275,Consulting,0,12.831,282.0
298,Privacy,0,12.852,283.0
285,Manufacturing,0,13.002,284.0
193,Energy,0,13.26,285.0
175,Oil and Gas,0,13.386,286.0
249,Education,0,13.398,287.0
252,Insurance,0,13.491,288.0
292,Mobile,0,14.093,289.0
297,Enterprise Software,0,15.006,290.0
111,Communities,0,15.076,291.0
259,Biotechnology,0,15.213,292.0
280,Aerospace,0,15.284,293.0
209,Web Hosting,0,15.354,294.0
260,Travel,0,16.562,295.0
122,Leisure,0,17.084,296.0
268,Financial Services,0,19.675,297.0
294,Internet,0,19.932,298.0
299,Computer,0,20.56,299.0
300,Network Security,0,21.364,300.0
289,Health Care,0,24.173,301.0
302,Cyber Security,0,28.595,302.0
301,Information Technology,0,29.403,303.0
303,Software,0,33.911,304.0
304,Security,0,34.796,305.0
