initial_position,final_configuration,degree,techrank,TeckRank_int
210,Product Research,0,8.195,146.0
107,AgTech,0,8.195,147.0
314,Collaboration,0,8.204,148.0
240,Consumer Goods,0,8.262,149.0
218,Smart Building,0,8.279,150.0
223,Semiconductor,0,8.282,151.0
334,Software Engineering,0,8.301,152.0
209,Transaction Processing,0,8.309,153.0
169,Parking,0,8.324,154.0
233,Wearables,0,8.442,155.0
253,Project Management,0,8.442,156.0
174,Crowdsourcing,0,8.523,157.0
156,Financial Exchanges,0,8.572,158.0
77,Universities,0,8.572,159.0
68,Gaming,0,8.572,160.0
142,Genetics,0,8.572,161.0
222,Mapping Services,0,8.586,162.0
277,Training,0,8.592,163.0
211,Data Mining,0,8.644,164.0
184,Machinery Manufacturing,0,8.644,165.0
214,Life Science,0,8.685,166.0
315,Cloud Management,0,8.733,167.0
271,Social Network,0,8.767,168.0
343,Messaging,0,8.805,169.0
252,Biometrics,0,8.839,170.0
229,Cloud Storage,0,8.907,171.0
190,Wholesale,0,8.907,172.0
307,Developer APIs,0,8.925,173.0
301,Content,0,8.941,174.0
289,E-Learning,0,8.954,175.0
304,Web Apps,0,8.968,176.0
355,Machine Learning,0,8.98,177.0
246,Law Enforcement,0,8.994,178.0
290,Sensor,0,9.016,179.0
234,Data Storage,0,9.03,180.0
313,B2B,0,9.049,181.0
83,In-Flight Entertainment,0,9.087,182.0
84,Marine Technology,0,9.087,183.0
92,Consumer Research,0,9.087,184.0
86,Sharing Economy,0,9.087,185.0
81,Ad Targeting,0,9.087,186.0
88,Intelligent Systems,0,9.087,187.0
56,Credit Cards,0,9.087,188.0
52,Small and Medium Businesses,0,9.087,189.0
72,Nanotechnology,0,9.087,190.0
26,Humanitarian,0,9.087,191.0
62,SMS,0,9.087,192.0
49,Geospatial,0,9.087,193.0
50,Shipping,0,9.087,194.0
93,Business Information Systems,0,9.087,195.0
46,Alumni,0,9.087,196.0
85,Advice,0,9.087,197.0
38,Dating,0,9.087,198.0
74,Point of Sale,0,9.087,199.0
31,Facility Management,0,9.087,200.0
42,Architecture,0,9.087,201.0
12,ISP,0,9.087,202.0
11,E-Signature,0,9.087,203.0
90,Peer to Peer,0,9.087,204.0
71,Ride Sharing,0,9.087,205.0
21,Nightlife,0,9.087,206.0
28,Product Search,0,9.087,207.0
29,Video Games,0,9.087,208.0
65,Psychology,0,9.087,209.0
67,Food Delivery,0,9.087,210.0
45,Nursing and Residential Care,0,9.087,211.0
43,Reservations,0,9.087,212.0
35,Charity,0,9.087,213.0
8,Property Development,0,9.087,214.0
7,Angel Investment,0,9.087,215.0
13,Sporting Goods,0,9.087,216.0
14,Sports,0,9.087,217.0
15,Travel Agency,0,9.087,218.0
16,Travel Accommodations,0,9.087,219.0
98,Facial Recognition,0,9.087,220.0
18,Electrical Distribution,0,9.087,221.0
17,Power Grid,0,9.087,222.0
22,Real Estate Investment,0,9.087,223.0
6,Home Services,0,9.087,224.0
5,Home Renovation,0,9.087,225.0
352,Compliance,0,9.091,226.0
173,iOS,0,9.092,227.0
191,Freight Service,0,9.092,228.0
147,Energy Efficiency,0,9.092,229.0
179,Events,0,9.092,230.0
168,Space Travel,0,9.092,231.0
128,Higher Education,0,9.092,232.0
130,Cosmetics,0,9.092,233.0
64,Beauty,0,9.092,234.0
143,Food Processing,0,9.092,235.0
73,Digital Media,0,9.092,236.0
243,Human Resources,0,9.177,237.0
125,Renewable Energy,0,9.267,238.0
124,Energy Management,0,9.267,239.0
194,Navigation,0,9.272,240.0
263,Military,0,9.364,241.0
325,Homeland Security,0,9.39,242.0
250,Medical Device,0,9.393,243.0
259,Network Hardware,0,9.455,244.0
267,Video,0,9.473,245.0
310,Enterprise,0,9.533,246.0
329,Developer Tools,0,9.56,247.0
311,Legal,0,9.592,248.0
278,Document Management,0,9.611,249.0
338,Real Time,0,9.646,250.0
205,Quality Assurance,0,9.651,251.0
335,Data Center,0,9.688,252.0
105,Farming,0,9.819,253.0
323,IT Management,0,9.834,254.0
202,Fraud Detection,0,9.875,255.0
137,Management Information Systems,0,9.875,256.0
20,Home Improvement,0,9.875,257.0
360,Cloud Data Services,0,9.882,258.0
366,CRM,0,9.889,259.0
359,Cloud Computing,0,9.944,260.0
264,Communications Infrastructure,0,9.985,261.0
225,Venture Capital,0,10.023,262.0
300,Social Media,0,10.054,263.0
235,Smart Home,0,10.059,264.0
299,Marketing,0,10.073,265.0
306,Open Source,0,10.081,266.0
295,Business Development,0,10.084,267.0
320,Infrastructure,0,10.091,268.0
370,SaaS,0,10.11,269.0
364,Big Data,0,10.124,270.0
348,Identity Management,0,10.13,271.0
201,Shopping,0,10.132,272.0
287,Supply Chain Management,0,10.141,273.0
302,IT Infrastructure,0,10.175,274.0
336,Database,0,10.183,275.0
363,Risk Management,0,10.189,276.0
274,Association,0,10.23,277.0
346,National Security,0,10.278,278.0
188,Online Portals,0,10.306,279.0
226,Lifestyle,0,10.306,280.0
217,Mobile Payments,0,10.324,281.0
204,Customer Service,0,10.367,282.0
213,Biopharma,0,10.367,283.0
283,Pharmaceutical,0,10.372,284.0
265,Email,0,10.427,285.0
251,Wellness,0,10.43,286.0
353,Government,0,10.44,287.0
162,Satellite Communication,0,10.452,288.0
369,Analytics,0,10.458,289.0
260,Industrial Manufacturing,0,10.557,290.0
339,Physical Security,0,10.573,291.0
317,Transportation,0,10.608,292.0
349,Mobile Apps,0,10.624,293.0
231,Industrial,0,10.671,294.0
103,Rental,0,10.731,295.0
227,Wireless,0,10.771,296.0
206,Android,0,10.771,297.0
324,FinTech,0,10.787,298.0
375,Cloud Security,0,10.825,299.0
354,Hardware,0,10.856,300.0
341,Automotive,0,10.883,301.0
321,Product Design,0,10.926,302.0
345,Cryptocurrency,0,10.962,303.0
220,Marketplace,0,11.025,304.0
212,Industrial Engineering,0,11.045,305.0
365,Artificial Intelligence,0,11.113,306.0
270,Drones,0,11.133,307.0
362,Robotics,0,11.139,308.0
219,Data Visualization,0,11.143,309.0
167,Environmental Consulting,0,11.235,310.0
133,Information and Communications Technology (ICT),0,11.235,311.0
140,Technical Support,0,11.235,312.0
332,Web Hosting,0,11.248,313.0
255,Food and Beverage,0,11.268,314.0
247,Bitcoin,0,11.27,315.0
280,Search Engine,0,11.276,316.0
333,Service Industry,0,11.28,317.0
361,Blockchain,0,11.344,318.0
241,Agriculture,0,11.345,319.0
344,Telecommunications,0,11.396,320.0
291,Retail,0,11.402,321.0
293,Consumer,0,11.408,322.0
232,Communities,0,11.409,323.0
357,Internet of Things,0,11.432,324.0
367,Apps,0,11.446,325.0
221,Market Research,0,11.458,326.0
328,Finance,0,11.496,327.0
257,Quantum Computing,0,11.504,328.0
356,Consumer Electronics,0,11.506,329.0
309,Medical,0,11.515,330.0
215,Fashion,0,11.538,331.0
34,Janitorial Service,0,11.589,332.0
33,Staffing Agency,0,11.589,333.0
24,Politics,0,11.589,334.0
23,Social Entrepreneurship,0,11.589,335.0
27,Test and Measurement,0,11.589,336.0
30,Wealth Management,0,11.589,337.0
25,CleanTech,0,11.589,338.0
32,Furniture,0,11.589,339.0
19,Cooking,0,11.589,340.0
318,Industrial Automation,0,11.651,341.0
312,Asset Management,0,11.661,342.0
376,Privacy,0,11.727,343.0
371,Enterprise Software,0,11.739,344.0
198,Hospital,0,11.784,345.0
276,Biotechnology,0,11.789,346.0
256,Advertising,0,11.841,347.0
351,Electronics,0,11.942,348.0
238,Real Estate,0,12.003,349.0
327,Public Safety,0,12.074,350.0
340,Payments,0,12.241,351.0
368,Mobile,0,12.298,352.0
322,Logistics,0,12.328,353.0
342,Education,0,12.368,354.0
152,Media and Entertainment,0,12.515,355.0
331,Travel,0,12.739,356.0
165,Air Transportation,0,12.802,357.0
326,Insurance,0,12.898,358.0
347,E-Commerce,0,12.977,359.0
297,Energy,0,13.322,360.0
374,Information Services,0,13.341,361.0
373,Consulting,0,13.508,362.0
178,Leisure,0,13.592,363.0
266,Banking,0,13.755,364.0
294,Non Profit,0,13.91,365.0
164,Mechanical Engineering,0,13.974,366.0
39,Music,0,13.996,367.0
379,Network Security,0,14.039,368.0
378,Computer,0,14.343,369.0
377,Internet,0,14.418,370.0
350,Health Care,0,14.466,371.0
358,Aerospace,0,14.473,372.0
57,Commercial,0,14.482,373.0
186,Chemical,0,14.544,374.0
337,Financial Services,0,14.824,375.0
372,Manufacturing,0,14.953,376.0
284,Construction,0,15.137,377.0
381,Cyber Security,0,15.312,378.0
330,Oil and Gas,0,15.331,379.0
380,Software,0,16.213,380.0
382,Security,0,16.772,381.0
383,Information Technology,0,16.84,382.0
177,Publishing,0,17.216,383.0
108,News,0,17.769,384.0
